label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
A,0.737864077091217,0.584526002407074,-4.77855678582273e-07,0.6959294080734253,0.5621553659439087,-0.01883569546043873,0.6665000319480896,0.4963322877883911,-0.02292708493769169,0.6566088795661926,0.4365014433860779,-0.025202300399541855,0.6503660678863525,0.38904714584350586,-0.023939646780490875,0.6812751293182373,0.42564231157302856,-0.004899946972727776,0.686024010181427,0.4347077012062073,-0.026453226804733276,0.695604681968689,0.48433053493499756,-0.039593104273080826,0.700584352016449,0.516068696975708,-0.04536166787147522,0.7147146463394165,0.4155738949775696,-0.00347702344879508,0.7204040884971619,0.4418051540851593,-0.024026062339544296,0.7218896746635437,0.49726632237434387,-0.030843965709209442,0.7216265201568604,0.5255563259124756,-0.030641857534646988,0.7478765845298767,0.422015905380249,-0.006144540850073099,0.754301905632019,0.4579089283943176,-0.028254181146621704,0.7460001707077026,0.508068323135376,-0.026159022003412247,0.7384691834449768,0.5298303961753845,-0.01924069970846176,0.7788960933685303,0.4365469217300415,-0.010716735385358334,0.7820090055465698,0.4669763147830963,-0.025686709210276604,0.7705002427101135,0.5065765976905823,-0.02308475598692894,0.7599338293075562,0.5223815441131592,-0.01661793701350689
A,0.7043325304985046,0.6150403618812561,-5.367411404222366e-07,0.6532869338989258,0.6045063734054565,-0.018937915563583374,0.6037152409553528,0.5399356484413147,-0.022082410752773285,0.5781828761100769,0.47999775409698486,-0.024666104465723038,0.5633150935173035,0.43113237619400024,-0.02332313358783722,0.6180834770202637,0.4634021818637848,0.003373487386852503,0.6089848875999451,0.45391929149627686,-0.021042684093117714,0.6273142099380493,0.5054522752761841,-0.03533570095896721,0.6395589113235474,0.5353476405143738,-0.04118163883686066,0.6513976454734802,0.44764816761016846,0.003429845441132784,0.6431771516799927,0.454082190990448,-0.020289672538638115,0.6555566787719727,0.5148038268089294,-0.026484740898013115,0.6611654162406921,0.53819340467453,-0.024352608248591423,0.6856785416603088,0.4469510018825531,-0.0020547194872051477,0.6784974336624146,0.46435245871543884,-0.027666255831718445,0.6838935017585754,0.5231970548629761,-0.022250287234783173,0.6854456067085266,0.5409447550773621,-0.011477204971015453,0.7194229364395142,0.453177809715271,-0.009494442492723465,0.7100584506988525,0.46905195713043213,-0.024172570556402206,0.7099511623382568,0.5142338275909424,-0.017900375649333,0.7098358273506165,0.5272436141967773,-0.008544700220227242
A,0.7443392276763916,0.5956069827079773,-4.3448258679745777e-07,0.7009874582290649,0.5720678567886353,-0.02525395154953003,0.6687042117118835,0.5014902949333191,-0.030725209042429924,0.6588234305381775,0.43368053436279297,-0.03385889157652855,0.6629436016082764,0.3856077790260315,-0.03154328465461731,0.688724935054779,0.4326881170272827,4.207025995128788e-05,0.6958493590354919,0.4252750873565674,-0.019377155229449272,0.7029650807380676,0.47534486651420593,-0.026241227984428406,0.7030917406082153,0.47923219203948975,-0.029297735542058945,0.7232754826545715,0.42592307925224304,0.003926189616322517,0.7296161651611328,0.4338444471359253,-0.017252352088689804,0.7278920412063599,0.493902325630188,-0.018947357311844826,0.7231470942497253,0.4875311851501465,-0.015033160336315632,0.7568881511688232,0.4347156584262848,0.0018273390596732497,0.7649563550949097,0.448822557926178,-0.02356448955833912,0.7553586363792419,0.5023519992828369,-0.01730874739587307,0.7471863627433777,0.49765750765800476,-0.007348691578954458,0.788465142250061,0.44938021898269653,-0.0026690110098570585,0.7927681803703308,0.4634507894515991,-0.018250005319714546,0.7820302248001099,0.5027226805686951,-0.014556007459759712,0.7734679579734802,0.5036711096763611,-0.007988139055669308
A,0.7350926995277405,0.5808430910110474,-5.138016945238633e-07,0.6914037466049194,0.5587257146835327,-0.017087675631046295,0.6528042554855347,0.49717870354652405,-0.022676149383187294,0.6367539763450623,0.4402049779891968,-0.027127671986818314,0.6440886855125427,0.39566659927368164,-0.027908798307180405,0.6695988178253174,0.42264285683631897,-0.0052878642454743385,0.6681369543075562,0.4228305518627167,-0.027952328324317932,0.6792525053024292,0.4737991690635681,-0.041604407131671906,0.6847954988479614,0.5121191143989563,-0.04718456044793129,0.7018241286277771,0.4089277386665344,-0.005030293483287096,0.7008474469184875,0.4315860867500305,-0.028098538517951965,0.7066120505332947,0.49035435914993286,-0.035504620522260666,0.707449197769165,0.5249133706092834,-0.03448864072561264,0.7352783679962158,0.4121848940849304,-0.008628329262137413,0.7339562773704529,0.448462575674057,-0.032132722437381744,0.7328788042068481,0.5015760064125061,-0.029504971578717232,0.7287687063217163,0.5289155840873718,-0.021143244579434395,0.7665787935256958,0.42449554800987244,-0.013870228081941605,0.7628419995307922,0.45253923535346985,-0.02887781336903572,0.7568984627723694,0.49408650398254395,-0.024886177852749825,0.7509573698043823,0.5145127773284912,-0.01692160591483116
A,0.7310842275619507,0.6151589155197144,-5.580803303928406e-07,0.6793525218963623,0.6030048131942749,-0.016591226682066917,0.6311658620834351,0.5446829795837402,-0.02103418856859207,0.6081241965293884,0.48776885867118835,-0.024771464988589287,0.6017565727233887,0.4389727711677551,-0.02465798705816269,0.6379298567771912,0.46453627943992615,-0.0027741873636841774,0.630182683467865,0.4677034318447113,-0.026442788541316986,0.651857316493988,0.519089937210083,-0.04002269357442856,0.6660434603691101,0.55560302734375,-0.04474626109004021,0.6685233116149902,0.44448456168174744,-0.0026343348436057568,0.6651932597160339,0.4694874584674835,-0.02604648657143116,0.6822524070739746,0.527583122253418,-0.03193194046616554,0.6912111043930054,0.56032794713974,-0.029568998143076897,0.7023703455924988,0.44112858176231384,-0.00677106436342001,0.6998892426490784,0.475245863199234,-0.030931681394577026,0.7096508741378784,0.5317962169647217,-0.02612026035785675,0.7139571309089661,0.5609925389289856,-0.015828652307391167,0.7361147999763489,0.44668805599212646,-0.012644235044717789,0.7323729395866394,0.4731456935405731,-0.027841856703162193,0.7332438230514526,0.5201169848442078,-0.022532058879733086,0.7325828671455383,0.5438331961631775,-0.013242313638329506
A,0.7151249647140503,0.5906796455383301,-5.804899387840123e-07,0.6593424677848816,0.5751712322235107,-0.01473187655210495,0.6051015853881836,0.5156953930854797,-0.019049735739827156,0.5774914622306824,0.4571133553981781,-0.02387615293264389,0.5739831328392029,0.4048125147819519,-0.025437381118535995,0.6171006560325623,0.4401931166648865,0.0014990114141255617,0.6081406474113464,0.42377957701683044,-0.02169186808168888,0.6297136545181274,0.47598299384117126,-0.03629479184746742,0.6445214748382568,0.5182140469551086,-0.04180997237563133,0.6497756242752075,0.4205473065376282,0.0005264311330392957,0.6459144353866577,0.4229944348335266,-0.023278281092643738,0.6636443138122559,0.4857192039489746,-0.030897630378603935,0.672616183757782,0.5291790962219238,-0.02935507707297802,0.6847751140594482,0.41403669118881226,-0.004599998239427805,0.6817342042922974,0.4261060357093811,-0.029907165095210075,0.6925987005233765,0.488729327917099,-0.025774378329515457,0.6965650916099548,0.5317568182945251,-0.015274579636752605,0.7193379402160645,0.4169245958328247,-0.010999662801623344,0.7152286767959595,0.42562729120254517,-0.028179394081234932,0.7180083394050598,0.4778134822845459,-0.02232075110077858,0.717847466468811,0.5131381154060364,-0.012094313278794289
A,0.707919180393219,0.5927649140357971,-5.795162110189267e-07,0.6564751863479614,0.5787514448165894,-0.02597576193511486,0.6096884608268738,0.5020312666893005,-0.02944224886596203,0.5894606113433838,0.4302930533885956,-0.030198439955711365,0.5872177481651306,0.37784478068351746,-0.024448225274682045,0.6244354844093323,0.42120110988616943,-0.0021176410373300314,0.6252164840698242,0.41769033670425415,-0.023068968206644058,0.6395692229270935,0.4762810170650482,-0.02914661541581154,0.6428813934326172,0.47563087940216064,-0.032149553298950195,0.6625310182571411,0.40461570024490356,0.0013652510242536664,0.6646353602409363,0.4260804057121277,-0.02293086051940918,0.6690124869346619,0.4926956295967102,-0.023299021646380424,0.6679688692092896,0.48194366693496704,-0.01796148344874382,0.7005220055580139,0.40801769495010376,-0.001522732782177627,0.705019474029541,0.4417869448661804,-0.02768651209771633,0.7002828121185303,0.5013003349304199,-0.019122568890452385,0.6954891681671143,0.4892615079879761,-0.008159435354173183,0.7372269630432129,0.4183882176876068,-0.007441889028996229,0.7380198836326599,0.45729580521583557,-0.023400302976369858,0.7291305065155029,0.5015418529510498,-0.020830513909459114,0.7223443984985352,0.4968376159667969,-0.015577966347336769
A,0.7007374167442322,0.6015098094940186,-5.973669772174617e-07,0.6528597474098206,0.579777717590332,-0.02072950266301632,0.6011102795600891,0.5168747901916504,-0.02806119993329048,0.5717272758483887,0.4603270888328552,-0.03463034704327583,0.5695433616638184,0.40941187739372253,-0.03697220981121063,0.624143123626709,0.4210008382797241,-0.001133070094510913,0.6167782545089722,0.4173163175582886,-0.029622498899698257,0.6289613842964172,0.4736209511756897,-0.04870958998799324,0.6384013295173645,0.5152173042297363,-0.05720685049891472,0.6615984439849854,0.4028049409389496,-0.0010096975602209568,0.6540197134017944,0.42212674021720886,-0.028362108394503593,0.660987377166748,0.4904526174068451,-0.03826691210269928,0.6652575731277466,0.5288221836090088,-0.03749863803386688,0.6994873881340027,0.4051230549812317,-0.006170184817165136,0.692298948764801,0.44248414039611816,-0.03428990766406059,0.6919127702713013,0.5057098269462585,-0.031253792345523834,0.6907244324684143,0.5358120203018188,-0.020900044590234756,0.7346952557563782,0.4185682535171509,-0.013443415984511375,0.7244297862052917,0.4507603645324707,-0.03072747029364109,0.7188903093338013,0.49980348348617554,-0.025814268738031387,0.7159643769264221,0.521181583404541,-0.016130046918988228
A,0.7181476950645447,0.5954830050468445,-5.691285309694649e-07,0.6671420931816101,0.569756031036377,-0.017390307039022446,0.628116250038147,0.4956028163433075,-0.02091103419661522,0.6122543215751648,0.4290885627269745,-0.02357589453458786,0.597672700881958,0.37719646096229553,-0.022829605266451836,0.6406496167182922,0.4207053780555725,-0.003832093207165599,0.6358585953712463,0.4197341799736023,-0.028531864285469055,0.6497703194618225,0.47676020860671997,-0.04409452900290489,0.6577169895172119,0.5179947018623352,-0.05051496624946594,0.6766780018806458,0.4052709639072418,-0.0035434644669294357,0.6734648942947388,0.4279597997665405,-0.02757660299539566,0.680464506149292,0.49312523007392883,-0.035267893224954605,0.6831133365631104,0.5336177945137024,-0.034661438316106796,0.7135410308837891,0.4085456132888794,-0.007542445790022612,0.7089685797691345,0.4460825026035309,-0.03272942453622818,0.7068867087364197,0.5094037055969238,-0.029579628258943558,0.7035284042358398,0.5449538826942444,-0.020718181505799294,0.7483206987380981,0.4213142991065979,-0.013290886767208576,0.7426961660385132,0.4561794698238373,-0.0308221448212862,0.7342885732650757,0.5045899748802185,-0.027597837150096893,0.7265674471855164,0.5285768508911133,-0.019754210487008095
A,0.699428915977478,0.6268249750137329,-6.613478831241082e-07,0.6407987475395203,0.6051021218299866,-0.013668271712958813,0.5915149450302124,0.5335829854011536,-0.016597764566540718,0.569118082523346,0.46886539459228516,-0.019654376432299614,0.5562039613723755,0.4152962267398834,-0.019490770995616913,0.6044220924377441,0.45191580057144165,-0.0004568694275803864,0.5918872356414795,0.4560854732990265,-0.02356845699250698,0.611454427242279,0.5129311680793762,-0.0381661057472229,0.6253969669342041,0.5558936595916748,-0.04357687383890152,0.6383845210075378,0.432972252368927,-0.001483397325500846,0.6301476359367371,0.46349743008613586,-0.022453460842370987,0.645247220993042,0.5260715484619141,-0.028734317049384117,0.6533849835395813,0.56866055727005,-0.027505559846758842,0.6752830147743225,0.4320005178451538,-0.006477799732238054,0.666319727897644,0.47678661346435547,-0.02824600785970688,0.6746271252632141,0.5384098887443542,-0.02389088086783886,0.6787561178207397,0.5774795413017273,-0.014664607122540474,0.7118299007415771,0.44110044836997986,-0.013052310794591904,0.6999170780181885,0.47900137305259705,-0.027124501764774323,0.7004416584968567,0.5278085470199585,-0.022152697667479515,0.7011788487434387,0.5554004311561584,-0.013340105302631855
